capability_id,interface_id,transport,producer,consumer,classification,ui_route,ui_entry,scope,risk,status_coverage,test_id,evidence,owner,gap,status
CAP-0143,/api/v1/traces,REST,query-api,/api/v1/traces,B,/observability,,tenant+cluster,read,loading|success|empty|partial|stale|failed|forbidden,,,telemetry,,MAPPED
CAP-0144,/api/v1/traces/,REST,query-api,/api/v1/traces,B,/observability,,tenant+cluster,read,loading|success|empty|partial|stale|failed|forbidden,,,telemetry,,MAPPED
CAP-0145,/api/v1/users,REST,query-api,/api/v1/users,C,/settings?section=security,,tenant+cluster,read,loading|success|empty|partial|stale|failed|forbidden,,,security,,MAPPED
CAP-0146,/api/v1/users/,REST,query-api,/api/v1/users,C,/settings?section=security,,tenant+cluster,read,loading|success|empty|partial|stale|failed|forbidden,,,security,,MAPPED
CAP-0147,/enable,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0148,/health,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0149,/internal/v1/control-plane/knowledge-graph,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0150,/internal/v1/control-plane/recovery/snapshot,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0151,/internal/v1/control-plane/runs,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0152,/internal/v1/control-plane/runs/,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0153,/internal/v1/control-plane/settings/recovery-policy,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0154,/internal/v1/control-plane/tools,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0155,/internal/v1/control-plane/tools/,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0156,/internal/v1/query/alerts,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0157,/internal/v1/query/catalog,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0158,/internal/v1/query/changes,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0159,/internal/v1/query/events,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0160,/internal/v1/query/graph,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0161,/internal/v1/query/hardware/health,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0162,/internal/v1/query/hardware/inventory,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0163,/internal/v1/query/knowledge,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0164,/internal/v1/query/kubernetes,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0165,/internal/v1/query/kubevirt,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0166,/internal/v1/query/logs,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0167,/internal/v1/query/metrics,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0168,/internal/v1/query/network-topology,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0169,/internal/v1/query/topology,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0170,/internal/v1/query/topology/middleware,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0171,/internal/v1/query/traces,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0172,/internal/v1/security/replay/consume,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0173,/livez,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0174,/metrics,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
CAP-0175,/readyz,REST,query-api,none,D,,,tenant+cluster,internal,loading|success|empty|partial|stale|failed|forbidden,,,internal,,API_ONLY_OK
